Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
Foot Locker,1185732,2021-01-24,Northeast,West Virginia,Charleston,Women's Athletic Footwear,30.0,75.0,2250,788,In-store
West Gear,1185732,2021-03-20,Northeast,Maryland,Baltimore,Men's Apparel,45.0,75.0,3375,1013,In-store
Foot Locker,1185732,2021-10-22,Northeast,Maryland,Baltimore,Women's Athletic Footwear,50.0,75.0,3750,1313,In-store
Foot Locker,1185732,2021-10-22,Northeast,Maryland,Baltimore,Men's Apparel,60.0,75.0,4500,1350,In-store
Kohl's,1185732,2021-03-06,Northeast,New Jersey,Newark,Women's Athletic Footwear,30.0,75.0,2250,900,In-store
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Women's Athletic Footwear,30.0,75.0,2250,900,In-store
Foot Locker,1185732,2021-03-06,Northeast,Rhode Island,Providence,Men's Apparel,45.0,75.0,3375,1013,In-store
Foot Locker,1185732,2021-10-08,Northeast,Rhode Island,Providence,Women's Athletic Footwear,50.0,75.0,3750,1500,In-store
Foot Locker,1185732,2021-10-08,Northeast,Rhode Island,Providence,Men's Apparel,60.0,75.0,4500,1350,In-store
Foot Locker,1185732,2021-07-14,Midwest,Illinois,Chicago,Women's Street Footwear,38.0,75.0,285,140,Online
Foot Locker,1185732,2021-07-25,Midwest,Illinois,Chicago,Men's Athletic Footwear,49.0,75.0,368,180,Online
Foot Locker,1185732,2021-08-06,Midwest,Illinois,Chicago,Men's Athletic Footwear,46.0,75.0,345,166,Online
Foot Locker,1185732,2021-08-07,Midwest,Illinois,Chicago,Women's Street Footwear,46.0,75.0,345,169,Online
Sports Direct,1197831,2021-08-21,South,Texas,Dallas,Men's Apparel,38.0,75.0,285,100,Online
Foot Locker,1185732,2021-12-04,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,54.0,75.0,405,190,Online
West Gear,1128299,2020-01-23,West,Nevada,Las Vegas,Women's Athletic Footwear,59.0,75.0,443,204,Online
West Gear,1128299,2020-05-12,West,Colorado,Denver,Men's Apparel,64.0,75.0,480,317,Online
Foot Locker,1185732,2020-11-23,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,42.0,75.0,315,142,Online
Kohl's,1189833,2021-01-31,Midwest,Montana,Billings,Men's Apparel,41.0,75.0,308,228,Online
Amazon,1185732,2021-10-13,South,Alabama,Birmingham,Men's Athletic Footwear,38.0,75.0,285,131,Online
Amazon,1185732,2021-12-17,Northeast,Maine,Portland,Women's Apparel,69.0,75.0,518,274,Online
Amazon,1185732,2021-02-22,West,Alaska,Anchorage,Men's Apparel,60.0,75.0,450,171,Online
Amazon,1185732,2021-07-20,West,Alaska,Anchorage,Women's Athletic Footwear,51.0,75.0,383,145,Online
Walmart,1128299,2021-10-10,West,Hawaii,Honolulu,Women's Apparel,64.0,75.0,480,245,Online
Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Women's Street Footwear,54.0,75.0,405,182,Online
Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Women's Apparel,51.0,75.0,383,210,Online
Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Women's Apparel,73.0,75.0,548,230,Online
Foot Locker,1185732,2021-03-17,Midwest,Missouri,St. Louis,Men's Apparel,41.0,75.0,308,151,Online
Foot Locker,1185732,2021-09-19,Midwest,Missouri,St. Louis,Women's Street Footwear,14.0,75.0,105,51,Online
West Gear,1185732,2021-03-10,West,Utah,Salt Lake City,Men's Apparel,38.0,75.0,285,143,Online
West Gear,1185732,2021-05-12,West,Utah,Salt Lake City,Men's Apparel,39.0,75.0,293,146,Online
West Gear,1128299,2021-09-25,West,Oregon,Portland,Women's Street Footwear,49.0,75.0,368,165,Online
West Gear,1128299,2021-10-24,West,Oregon,Portland,Men's Apparel,51.0,75.0,383,207,Online
West Gear,1128299,2021-09-18,South,Louisiana,New Orleans,Women's Apparel,39.0,75.0,293,146,Online
West Gear,1197831,2021-03-06,West,Idaho,Boise,Men's Apparel,37.0,75.0,278,125,Online
Foot Locker,1128299,2021-04-23,West,Arizona,Phoenix,Women's Athletic Footwear,46.0,75.0,345,173,Online
Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Women's Athletic Footwear,39.0,75.0,293,146,Online
Amazon,1185732,2021-01-22,Midwest,Ohio,Columbus,Women's Street Footwear,28.0,75.0,210,109,Online
Amazon,1185732,2021-04-22,Southeast,Kentucky,Louisville,Women's Apparel,36.0,75.0,270,135,Online
Amazon,1185732,2021-07-21,Southeast,Kentucky,Louisville,Men's Apparel,46.0,75.0,345,159,Online
Amazon,1185732,2021-08-22,Southeast,Kentucky,Louisville,Women's Athletic Footwear,38.0,75.0,285,143,Online
Foot Locker,1185732,2021-04-17,South,Mississippi,Jackson,Women's Athletic Footwear,19.0,75.0,143,74,Online
Walmart,1197831,2021-04-20,South,Arkansas,Little Rock,Women's Street Footwear,14.0,75.0,105,55,Online
West Gear,1197831,2021-02-21,South,Oklahoma,Oklahoma City,Men's Apparel,34.0,75.0,255,120,Online
West Gear,1197831,2021-05-19,South,Oklahoma,Oklahoma City,Men's Apparel,43.0,75.0,323,145,Online
Kohl's,1197831,2021-11-20,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,52.0,75.0,390,207,Online
Kohl's,1197831,2021-02-14,South,Oklahoma,Oklahoma City,Women's Street Footwear,14.0,75.0,105,51,Online
Kohl's,1197831,2021-03-12,Midwest,Kansas,Wichita,Women's Street Footwear,9.0,75.0,68,31,Online
Kohl's,1197831,2021-07-12,Midwest,Kansas,Wichita,Women's Athletic Footwear,43.0,75.0,323,158,Online
Kohl's,1197831,2021-09-12,Midwest,Kansas,Wichita,Women's Street Footwear,15.0,75.0,113,53,Online
Foot Locker,1185732,2021-10-12,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,41.0,75.0,308,129,Online
Sports Direct,1185732,2021-12-11,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,45.0,75.0,338,145,Online
Sports Direct,1185732,2021-12-11,Midwest,South Dakota,Sioux Falls,Women's Apparel,64.0,75.0,480,250,Online
Sports Direct,1185732,2021-05-10,Midwest,North Dakota,Fargo,Women's Apparel,52.0,75.0,390,199,Online
Foot Locker,1185732,2021-12-08,Midwest,North Dakota,Fargo,Men's Athletic Footwear,46.0,75.0,345,155,Online
Foot Locker,1185732,2021-01-06,Midwest,North Dakota,Fargo,Women's Apparel,28.0,75.0,210,109,Online
Foot Locker,1185732,2021-10-06,Midwest,Iowa,Des Moines,Men's Athletic Footwear,32.0,75.0,240,110,Online
West Gear,1185732,2021-11-03,Midwest,Wisconsin,Milwaukee,Women's Apparel,61.0,75.0,458,233,Online
West Gear,1185732,2021-02-10,Midwest,Indiana,Indianapolis,Women's Apparel,19.0,75.0,143,73,Online
West Gear,1185732,2021-11-10,Midwest,Indiana,Indianapolis,Men's Apparel,55.0,75.0,413,165,Online
West Gear,1185732,2021-01-17,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,32.0,75.0,240,132,Online
West Gear,1185732,2021-01-17,Midwest,Indiana,Indianapolis,Women's Apparel,34.0,75.0,255,128,Online
West Gear,1185732,2021-02-17,Midwest,Indiana,Indianapolis,Women's Street Footwear,27.0,75.0,203,103,Online
West Gear,1185732,2021-04-17,Northeast,West Virginia,Charleston,Men's Athletic Footwear,28.0,75.0,210,116,Online
West Gear,1185732,2021-09-18,Northeast,West Virginia,Charleston,Women's Apparel,36.0,75.0,270,138,Online
West Gear,1185732,2021-06-22,Northeast,Maryland,Baltimore,Men's Athletic Footwear,41.0,75.0,308,145,Online
Foot Locker,1185732,2021-06-15,Northeast,Delaware,Wilmington,Women's Athletic Footwear,41.0,75.0,308,169,Online
Foot Locker,1185732,2021-06-15,Northeast,Delaware,Wilmington,Men's Apparel,50.0,75.0,375,150,Online
Kohl's,1185732,2021-05-06,Northeast,New Jersey,Newark,Women's Street Footwear,38.0,75.0,285,143,Online
Kohl's,1185732,2021-08-07,Northeast,New Jersey,Newark,Women's Street Footwear,37.0,75.0,278,150,Online
Sports Direct,1185732,2021-09-03,Northeast,Connecticut,Hartford,Men's Athletic Footwear,47.0,75.0,353,183,Online
Foot Locker,1185732,2021-08-07,Northeast,Rhode Island,Providence,Women's Street Footwear,38.0,75.0,285,157,Online
Sports Direct,1185732,2021-02-15,Northeast,Massachusetts,Boston,Women's Apparel,38.0,75.0,285,125,Online
Amazon,1185732,2021-12-13,Northeast,Massachusetts,Boston,Women's Athletic Footwear,52.0,75.0,390,148,Online
Amazon,1185732,2021-05-10,Northeast,Vermont,Burlington,Women's Street Footwear,49.0,75.0,368,169,Online
Amazon,1185732,2021-10-12,Northeast,Vermont,Burlington,Men's Athletic Footwear,54.0,75.0,405,239,Online
Amazon,1185732,2021-11-11,Northeast,Vermont,Burlington,Women's Athletic Footwear,55.0,75.0,413,206,Online
Amazon,1185732,2021-02-19,Northeast,Vermont,Burlington,Men's Athletic Footwear,45.0,75.0,338,172,Online
Amazon,1185732,2021-03-17,Northeast,New Hampshire,Manchester,Women's Street Footwear,38.0,75.0,285,117,Online
Amazon,1185732,2021-03-17,Northeast,New Hampshire,Manchester,Women's Apparel,45.0,75.0,338,159,Online
Amazon,1185732,2021-09-17,Northeast,New Hampshire,Manchester,Women's Street Footwear,52.0,75.0,390,168,Online
Foot Locker,1185732,2021-12-26,Northeast,Pennsylvania,Philadelphia,Women's Apparel,53.0,75.0,398,143,Outlet
West Gear,1185732,2021-03-10,West,Utah,Salt Lake City,Women's Athletic Footwear,20.0,75.0,150,63,Outlet
West Gear,1185732,2021-04-11,West,Utah,Salt Lake City,Women's Athletic Footwear,14.0,75.0,105,47,Outlet
West Gear,1128299,2021-03-23,West,Oregon,Portland,Women's Athletic Footwear,39.0,75.0,293,108,Outlet
West Gear,1128299,2021-02-17,South,Louisiana,New Orleans,Women's Athletic Footwear,33.0,75.0,248,116,Outlet
Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Men's Apparel,35.0,75.0,263,105,Outlet
Walmart,1197831,2021-04-20,South,Arkansas,Little Rock,Men's Apparel,31.0,75.0,233,86,Outlet
Kohl's,1197831,2021-02-14,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,17.0,75.0,128,52,Outlet
Sports Direct,1185732,2021-03-03,Northeast,Connecticut,Hartford,Women's Street Footwear,23.0,75.0,173,55,Outlet
Sports Direct,1185732,2021-01-17,Northeast,Rhode Island,Providence,Women's Street Footwear,22.0,75.0,165,48,Outlet
Sports Direct,1185732,2021-02-15,Northeast,Massachusetts,Boston,Women's Athletic Footwear,27.0,75.0,203,65,Outlet
Sports Direct,1185732,2021-06-15,Northeast,Massachusetts,Boston,Women's Street Footwear,36.0,75.0,270,84,Outlet
West Gear,1128299,2020-01-11,West,Nevada,Las Vegas,Women's Athletic Footwear,44.0,74.0,326,150,Online
West Gear,1128299,2020-04-05,West,Colorado,Denver,Women's Athletic Footwear,56.0,74.0,414,178,Online
Sports Direct,1197831,2021-08-23,South,Alabama,Birmingham,Men's Apparel,23.0,74.0,170,90,Online
Amazon,1185732,2021-12-17,Northeast,Maine,Portland,Men's Athletic Footwear,53.0,74.0,392,196,Online
Sports Direct,1128299,2021-02-17,Southeast,Florida,Orlando,Women's Athletic Footwear,45.0,74.0,333,147,Online
Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Men's Apparel,64.0,74.0,474,147,Online
West Gear,1185732,2021-04-11,West,Utah,Salt Lake City,Men's Apparel,33.0,74.0,244,112,Online
West Gear,1128299,2021-04-17,South,Louisiana,New Orleans,Women's Athletic Footwear,39.0,74.0,289,153,Online
Kohl's,1128299,2021-02-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,43.0,74.0,318,156,Online
Amazon,1185732,2021-09-23,Southeast,Kentucky,Louisville,Women's Apparel,49.0,74.0,363,189,Online
Foot Locker,1185732,2021-12-21,Southeast,Kentucky,Louisville,Women's Street Footwear,51.0,74.0,377,208,Online
Kohl's,1197831,2021-11-20,South,Oklahoma,Oklahoma City,Women's Street Footwear,23.0,74.0,170,92,Online
Sports Direct,1185732,2021-01-09,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,32.0,74.0,237,104,Online
Sports Direct,1185732,2021-01-09,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,25.0,74.0,185,74,Online
West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Women's Apparel,24.0,74.0,178,92,Online
West Gear,1185732,2021-09-11,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,29.0,74.0,215,107,Online
West Gear,1185732,2021-06-17,Northeast,West Virginia,Charleston,Men's Apparel,41.0,74.0,303,167,Online
Foot Locker,1185732,2021-05-13,Northeast,Delaware,Wilmington,Men's Apparel,50.0,74.0,370,155,Online
Kohl's,1185732,2021-02-08,Northeast,New Jersey,Newark,Women's Apparel,32.0,74.0,237,126,Online
Kohl's,1185732,2021-07-06,Northeast,New Jersey,Newark,Men's Apparel,48.0,74.0,355,153,Online
Sports Direct,1185732,2021-05-03,Northeast,Connecticut,Hartford,Women's Street Footwear,43.0,74.0,318,127,Online
Sports Direct,1185732,2021-06-05,Northeast,Connecticut,Hartford,Men's Apparel,53.0,74.0,392,173,Online
Foot Locker,1185732,2021-10-05,Northeast,Connecticut,Hartford,Women's Apparel,63.0,74.0,466,233,Online
Sports Direct,1185732,2021-12-06,Northeast,Rhode Island,Providence,Women's Street Footwear,47.0,74.0,348,177,Online
Amazon,1185732,2021-02-12,Northeast,Massachusetts,Boston,Women's Street Footwear,33.0,74.0,244,122,Online
Foot Locker,1185732,2021-11-02,Northeast,Pennsylvania,Philadelphia,Women's Apparel,30.0,74.0,222,78,Outlet
Foot Locker,1185732,2021-12-20,Northeast,Pennsylvania,Philadelphia,Women's Apparel,42.0,74.0,311,99,Outlet
Foot Locker,1185732,2021-05-23,South,Tennessee,Knoxville,Women's Street Footwear,19.0,74.0,141,55,Outlet
Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Men's Apparel,39.0,74.0,289,136,Outlet
Sports Direct,1128299,2021-05-14,Southeast,Georgia,Atlanta,Men's Apparel,39.0,74.0,289,121,Outlet
West Gear,1197831,2021-01-23,South,Arkansas,Little Rock,Women's Athletic Footwear,13.0,74.0,96,41,Outlet
West Gear,1197831,2021-05-19,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,26.0,74.0,192,81,Outlet
West Gear,1197831,2021-10-21,South,Oklahoma,Oklahoma City,Women's Street Footwear,14.0,74.0,104,44,Outlet
Sports Direct,1185732,2021-05-03,Northeast,Connecticut,Hartford,Women's Athletic Footwear,32.0,74.0,237,78,Outlet
Foot Locker,1185732,2021-06-08,Northeast,Rhode Island,Providence,Women's Street Footwear,32.0,74.0,237,99,Outlet
Sports Direct,1185732,2021-11-07,Northeast,Rhode Island,Providence,Men's Athletic Footwear,40.0,74.0,296,124,Outlet
Sports Direct,1185732,2021-12-06,Northeast,Rhode Island,Providence,Men's Apparel,41.0,74.0,303,112,Outlet
Sports Direct,1185732,2021-06-15,Northeast,Massachusetts,Boston,Men's Apparel,39.0,74.0,289,92,Outlet
Amazon,1185732,2021-04-11,Northeast,Vermont,Burlington,Women's Street Footwear,25.0,74.0,185,78,Outlet
Amazon,1185732,2021-01-21,Northeast,Vermont,Burlington,Men's Apparel,43.0,74.0,318,105,Outlet
Amazon,1185732,2021-09-17,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,41.0,74.0,303,112,Outlet
Foot Locker,1185732,2021-07-23,Midwest,Illinois,Chicago,Women's Apparel,53.0,73.0,387,248,Online
West Gear,1128299,2020-05-30,West,Washington,Seattle,Men's Apparel,51.0,73.0,372,145,Online
Foot Locker,1185732,2020-12-05,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,37.0,73.0,270,122,Online
Sports Direct,1197831,2021-08-17,South,Alabama,Birmingham,Men's Apparel,37.0,73.0,270,135,Online
Foot Locker,1128299,2021-04-10,West,Hawaii,Honolulu,Women's Athletic Footwear,48.0,73.0,350,123,Online
Foot Locker,1185732,2021-10-18,Midwest,Missouri,St. Louis,Women's Street Footwear,23.0,73.0,168,81,Online
West Gear,1185732,2021-03-10,West,Utah,Salt Lake City,Women's Athletic Footwear,23.0,73.0,168,89,Online
West Gear,1128299,2021-08-24,West,Oregon,Portland,Women's Apparel,69.0,73.0,504,222,Online
West Gear,1128299,2021-09-25,West,Oregon,Portland,Women's Apparel,41.0,73.0,299,126,Online
West Gear,1128299,2021-02-17,South,Louisiana,New Orleans,Women's Athletic Footwear,44.0,73.0,321,177,Online
Sports Direct,1128299,2021-03-12,Southeast,Georgia,Atlanta,Women's Athletic Footwear,47.0,73.0,343,178,Online
Amazon,1185732,2021-03-21,Southeast,Kentucky,Louisville,Women's Street Footwear,34.0,73.0,248,124,Online
Walmart,1197831,2021-04-20,South,Arkansas,Little Rock,Men's Apparel,37.0,73.0,270,130,Online
West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,19.0,73.0,139,67,Online
Sports Direct,1185732,2021-12-11,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,45.0,73.0,329,138,Online
Sports Direct,1185732,2021-10-09,Midwest,North Dakota,Fargo,Men's Athletic Footwear,36.0,73.0,263,108,Online
Foot Locker,1185732,2021-10-09,Midwest,North Dakota,Fargo,Women's Apparel,53.0,73.0,387,205,Online
Foot Locker,1185732,2021-11-09,Midwest,North Dakota,Fargo,Men's Athletic Footwear,36.0,73.0,263,118,Online
Foot Locker,1185732,2021-12-08,Midwest,North Dakota,Fargo,Women's Street Footwear,48.0,73.0,350,158,Online
West Gear,1185732,2021-10-06,Midwest,Iowa,Des Moines,Women's Apparel,49.0,73.0,358,190,Online
West Gear,1185732,2021-01-03,Midwest,Iowa,Des Moines,Women's Apparel,28.0,73.0,204,112,Online
West Gear,1185732,2021-12-02,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,48.0,73.0,350,158,Online
West Gear,1185732,2021-12-02,Midwest,Wisconsin,Milwaukee,Men's Apparel,57.0,73.0,416,250,Online
West Gear,1185732,2021-02-10,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,24.0,73.0,175,88,Online
West Gear,1185732,2021-05-11,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,37.0,73.0,270,149,Online
Kohl's,1185732,2021-09-06,Northeast,New Jersey,Newark,Women's Apparel,50.0,73.0,365,193,Online
Sports Direct,1185732,2021-03-03,Northeast,Connecticut,Hartford,Women's Apparel,38.0,73.0,277,136,Online
Sports Direct,1185732,2021-05-03,Northeast,Connecticut,Hartford,Men's Athletic Footwear,48.0,73.0,350,186,Online
Sports Direct,1185732,2021-01-17,Northeast,Rhode Island,Providence,Women's Street Footwear,27.0,73.0,197,71,Online
Amazon,1185732,2021-04-18,Northeast,New Hampshire,Manchester,Women's Street Footwear,38.0,73.0,277,122,Online
Amazon,1185732,2021-08-18,Northeast,New Hampshire,Manchester,Men's Apparel,59.0,73.0,431,194,Online
West Gear,1128299,2020-03-18,West,Nevada,Las Vegas,Women's Athletic Footwear,38.0,72.0,274,123,Online
West Gear,1128299,2020-03-24,West,Colorado,Denver,Women's Athletic Footwear,36.0,72.0,259,117,Online
Amazon,1185732,2021-11-10,Northeast,Maine,Portland,Women's Apparel,56.0,72.0,403,214,Online
Amazon,1185732,2021-03-20,West,Alaska,Anchorage,Women's Apparel,53.0,72.0,382,153,Online
Amazon,1185732,2021-05-20,West,Alaska,Anchorage,Men's Athletic Footwear,56.0,72.0,403,181,Online
Foot Locker,1185732,2021-04-18,Midwest,Missouri,St. Louis,Men's Athletic Footwear,27.0,72.0,194,95,Online
West Gear,1185732,2021-05-12,West,Utah,Salt Lake City,Women's Athletic Footwear,23.0,72.0,166,91,Online
West Gear,1185732,2021-10-11,West,Utah,Salt Lake City,Women's Athletic Footwear,19.0,72.0,137,75,Online
West Gear,1197831,2021-04-05,West,Idaho,Boise,Men's Apparel,34.0,72.0,245,105,Online
Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Men's Apparel,51.0,72.0,367,176,Online
Amazon,1185732,2021-11-22,Southeast,Kentucky,Louisville,Men's Athletic Footwear,39.0,72.0,281,132,Online
Walmart,1197831,2021-10-21,South,Arkansas,Little Rock,Women's Athletic Footwear,19.0,72.0,137,73,Online
West Gear,1197831,2021-05-19,South,Oklahoma,Oklahoma City,Women's Street Footwear,34.0,72.0,245,127,Online
Foot Locker,1197831,2021-11-13,Midwest,Kansas,Wichita,Men's Athletic Footwear,14.0,72.0,101,50,Online
Foot Locker,1185732,2021-01-12,Midwest,Kansas,Wichita,Women's Apparel,37.0,72.0,266,147,Online
Sports Direct,1185732,2021-01-09,Midwest,South Dakota,Sioux Falls,Women's Apparel,33.0,72.0,238,121,Online
Sports Direct,1185732,2021-09-10,Midwest,North Dakota,Fargo,Men's Athletic Footwear,34.0,72.0,245,105,Online
West Gear,1185732,2021-11-06,Midwest,Iowa,Des Moines,Men's Athletic Footwear,32.0,72.0,230,113,Online
West Gear,1185732,2021-11-06,Midwest,Iowa,Des Moines,Women's Apparel,59.0,72.0,425,221,Online
West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Women's Street Footwear,14.0,72.0,101,50,Online
West Gear,1185732,2021-04-10,Midwest,Indiana,Indianapolis,Women's Apparel,47.0,72.0,338,186,Online
West Gear,1185732,2021-08-17,Northeast,West Virginia,Charleston,Women's Athletic Footwear,36.0,72.0,259,132,Online
Sports Direct,1185732,2021-07-20,Northeast,Maryland,Baltimore,Men's Athletic Footwear,42.0,72.0,302,145,Online
Foot Locker,1185732,2021-12-20,Northeast,Maryland,Baltimore,Women's Apparel,61.0,72.0,439,184,Online
Foot Locker,1185732,2021-03-13,Northeast,Delaware,Wilmington,Women's Apparel,39.0,72.0,281,140,Online
Kohl's,1185732,2021-11-14,Northeast,Delaware,Wilmington,Men's Apparel,60.0,72.0,432,173,Online
Kohl's,1185732,2021-01-10,Northeast,Delaware,Wilmington,Women's Street Footwear,24.0,72.0,173,88,Online
Kohl's,1185732,2021-09-06,Northeast,New Jersey,Newark,Men's Athletic Footwear,41.0,72.0,295,148,Online
Sports Direct,1185732,2021-10-05,Northeast,Connecticut,Hartford,Men's Athletic Footwear,52.0,72.0,374,187,Online
Amazon,1185732,2021-05-10,Northeast,Vermont,Burlington,Men's Apparel,55.0,72.0,396,186,Online
Amazon,1185732,2021-08-18,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,51.0,72.0,367,154,Online
Foot Locker,1185732,2021-10-24,South,Texas,Dallas,Women's Street Footwear,28.0,72.0,202,85,Outlet
Foot Locker,1185732,2021-11-29,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,43.0,72.0,310,133,Outlet
Foot Locker,1128299,2021-06-23,West,Arizona,Phoenix,Men's Apparel,43.0,72.0,310,105,Outlet
Sports Direct,1185732,2021-08-04,Northeast,Connecticut,Hartford,Women's Athletic Footwear,32.0,72.0,230,76,Outlet
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Women's Street Footwear,19.0,72.0,137,57,Outlet
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Women's Apparel,26.0,72.0,187,88,Outlet
Sports Direct,1185732,2021-06-15,Northeast,Massachusetts,Boston,Women's Athletic Footwear,34.0,72.0,245,69,Outlet
Amazon,1185732,2021-02-12,Northeast,Massachusetts,Boston,Men's Athletic Footwear,33.0,72.0,238,112,Outlet
Amazon,1185732,2021-08-11,Northeast,Vermont,Burlington,Men's Apparel,43.0,72.0,310,121,Outlet
Amazon,1185732,2021-09-10,Northeast,Vermont,Burlington,Women's Street Footwear,40.0,72.0,288,121,Outlet
Foot Locker,1185732,2021-11-22,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,59.0,70.0,413,190,Online
West Gear,1128299,2020-01-06,West,Nevada,Las Vegas,Men's Apparel,47.0,70.0,329,214,Online
Amazon,1185732,2021-12-28,Northeast,Maine,Portland,Men's Athletic Footwear,46.0,70.0,322,151,Online
Walmart,1128299,2021-10-10,West,Hawaii,Honolulu,Men's Apparel,63.0,70.0,441,123,Online
Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Women's Apparel,42.0,70.0,294,126,Online
Foot Locker,1185732,2021-02-18,Midwest,Missouri,St. Louis,Women's Athletic Footwear,24.0,70.0,168,87,Online
Foot Locker,1185732,2021-05-19,Midwest,Missouri,St. Louis,Men's Apparel,44.0,70.0,308,148,Online
West Gear,1185732,2021-04-11,West,Utah,Salt Lake City,Women's Athletic Footwear,18.0,70.0,126,67,Online
Foot Locker,1197831,2021-02-04,West,Idaho,Boise,Men's Apparel,39.0,70.0,273,96,Online
Walmart,1197831,2021-02-21,South,Arkansas,Little Rock,Women's Athletic Footwear,18.0,70.0,126,63,Online
Foot Locker,1197831,2021-11-13,Midwest,Kansas,Wichita,Men's Apparel,68.0,70.0,476,219,Online
Foot Locker,1185732,2021-06-12,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,39.0,70.0,273,109,Online
Sports Direct,1185732,2021-10-12,Midwest,South Dakota,Sioux Falls,Women's Apparel,55.0,70.0,385,212,Online
Foot Locker,1185732,2021-01-06,Midwest,North Dakota,Fargo,Men's Athletic Footwear,29.0,70.0,203,93,Online
West Gear,1185732,2021-01-03,Midwest,Iowa,Des Moines,Men's Athletic Footwear,29.0,70.0,203,93,Online
Sports Direct,1185732,2021-05-03,Northeast,Connecticut,Hartford,Men's Apparel,50.0,70.0,350,154,Online
Sports Direct,1185732,2021-01-17,Northeast,Rhode Island,Providence,Women's Apparel,38.0,70.0,266,109,Online
Amazon,1185732,2021-11-14,Northeast,Massachusetts,Boston,Men's Apparel,63.0,70.0,441,168,Online
Amazon,1185732,2021-03-10,Northeast,Vermont,Burlington,Men's Athletic Footwear,42.0,70.0,294,168,Online
Foot Locker,1185732,2021-10-27,Northeast,Pennsylvania,Philadelphia,Women's Apparel,32.0,70.0,224,76,Outlet
West Gear,1128299,2020-01-12,West,Nevada,Las Vegas,Men's Apparel,37.0,70.0,259,158,Outlet
Foot Locker,1185732,2021-05-22,South,Tennessee,Knoxville,Men's Athletic Footwear,23.0,70.0,161,66,Outlet
Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Women's Athletic Footwear,37.0,70.0,259,104,Outlet
West Gear,1128299,2021-04-24,West,Oregon,Portland,Women's Athletic Footwear,34.0,70.0,238,88,Outlet
Walmart,1197831,2021-03-19,South,Arkansas,Little Rock,Women's Athletic Footwear,15.0,70.0,105,49,Outlet
West Gear,1197831,2021-04-20,South,Oklahoma,Oklahoma City,Women's Street Footwear,10.0,70.0,70,32,Outlet
Kohl's,1197831,2021-01-16,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,16.0,70.0,112,45,Outlet
Foot Locker,1185732,2021-06-08,Northeast,Rhode Island,Providence,Women's Athletic Footwear,26.0,70.0,182,84,Outlet
Sports Direct,1185732,2021-02-15,Northeast,Rhode Island,Providence,Women's Street Footwear,24.0,70.0,168,49,Outlet
Amazon,1185732,2021-01-14,Northeast,Massachusetts,Boston,Men's Apparel,37.0,70.0,259,106,Outlet
Amazon,1185732,2021-09-17,Northeast,New Hampshire,Manchester,Men's Apparel,48.0,70.0,336,121,Outlet
Foot Locker,1185732,2021-02-22,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,42.0,70.0,294,123,Outlet
Foot Locker,1185732,2021-06-05,Midwest,Illinois,Chicago,Women's Apparel,41.0,69.0,283,170,Online
Foot Locker,1185732,2021-12-28,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,55.0,69.0,380,171,Online
